time_s,3mm,5mm,7mm,9mm,11mm
2.02,0.043322097662770634,0.07763353970009138,0.08688474733408624,0.06564939144869959,0.09288617790489408
2.0205,0.03247173886160381,0.07759498029807571,0.0813650706929903,0.08205338454000699,0.09288926896661696
2.021,0.027036273629193124,0.07201740126831004,0.0921858418583904,0.06561948587610202,0.10909535307570072
2.0215,0.03239502327403643,0.09432109763332723,0.11379809621240392,0.06010308956577114,0.09821406860209789
2.022,0.03237538446005084,0.07755265211864285,0.1137279203708315,0.0710011485044951,0.081837021366109
2.0225,0.05380764786971555,0.0941389984736711,0.11931302583693976,0.0545745022133837,0.09819495445644774
2.023,0.04842165748357202,0.08859748171393252,0.10303185457887391,0.04373415045543612,0.09822325140817034
2.0235,0.06454005238235921,0.0885773230981157,0.1300403017979827,0.05447847761214018,0.11437268961775457
2.024,0.04833846326522599,0.08854554673048377,0.11918509797884906,0.038195140507992636,0.07083494628451863
2.0245,0.0483763131074494,0.09412927967067065,0.11909728016857649,0.05439005866602867,0.10883718243054216
2.025,0.048365312952954376,0.08300977512842993,0.1461512843167735,0.059789421057501235,0.10343160223806494
2.0255,0.04838494376552624,0.09952145736980081,0.12433775365571523,0.054308824868254814,0.08159007597554455
2.026,0.06996477012044663,0.09405214426569182,0.12975876703567885,0.05426830394375169,0.08155032232807133
2.0265,0.06459148780879619,0.11048981891505077,0.16216259084299334,0.07596995838456988,0.10862512638485337
2.027,0.06995993618156662,0.08848405708329629,0.13509767122186653,0.08140801162847039,0.08691073952500268
2.0275,0.09171406289187396,0.09403867966428989,0.14031615373945158,0.059605626679441685,0.08144208448897342
2.028,0.07547059017947172,0.11042904949948326,0.14028428773438945,0.07585924717293042,0.0923448761689365
2.0285,0.0755304197018179,0.10498530752484371,0.1510608394036358,0.08122629139807873,0.08139429253378377
2.029,0.08102007463909285,0.06623499154262488,0.13490562156154667,0.07581476868522213,0.08680928724371238
2.0295,0.08108518240947486,0.09935442506232782,0.12940328054270578,0.09201985962471954,0.10304649535219564
2.03,0.08651282497474258,0.12127297929681863,0.1294071415164454,0.08657986714606357,0.09220089748160899
2.0305,0.09740828373802184,0.09372180504048835,0.11865084938793578,0.11906384229700709,0.09226411417003043
2.031,0.08118641435507798,0.11010187796179129,0.12938167326885683,0.11357064145216156,0.08674204764327353
2.0315,0.09752781125252856,0.10458959910085873,0.10256894933514724,0.09198339129115471,0.09762914997560203
2.032,0.11912139586855364,0.11542695231280857,0.11873785005679818,0.11362175008129795,0.08681496132367308
2.0325,0.1137435137649521,0.1098941284896502,0.0971821965340994,0.11900247961453973,0.09220387963066647
2.033,0.09213561448142382,0.12076842603192271,0.1186989811398454,0.08659599810122609,0.1137913514078023
2.0335,0.09215039062354285,0.1097569596211387,0.11333972307614816,0.11364732764289917,0.10852032633546681
2.034,0.09208162626501448,0.131676189842798,0.11326983429568448,0.11353385218142674,0.10311730698328368
2.0345,0.08116280860937816,0.1480555667159657,0.10793829800622905,0.10287954679852103,0.09771169090517272
2.035,0.07574606675844542,0.12607162919364057,0.0972852580240093,0.10286992193205577,0.10853165644898942
2.0355,0.07030138113955897,0.10958408057327806,0.11887165193734914,0.09738879271560297,0.11383974330445253
2.036,0.0756528783185711,0.13695842631193625,0.09190334906733749,0.08111798111323695,0.1083830359421423
2.0365,0.0702424299098926,0.1204649718577816,0.08653711558043406,0.0920252765987345,0.11931242536720685
2.037,0.07565787797325953,0.1040795469299508,0.10285639017178691,0.0919688602672131,0.11380739161644096
2.0375,0.059412612351279655,0.11481876583358962,0.09745255752180582,0.07028360643900464,0.09761760732331531
2.038,0.06481913906657913,0.10930095132817781,0.08669228332617951,0.08655685282347948,0.1083132724690057
2.0385,0.04859070832036261,0.10387133368671454,0.10835988698843027,0.07570438836761585,0.10296056820966457
2.039,0.05401952336502235,0.09833599852984526,0.09758936424929023,0.0702720524039342,0.09205276210263608
2.0395,0.0486001767719626,0.1036458662408648,0.08138062387543014,0.054056380642010925,0.11358979787616848
2.04,0.04859566464820248,0.09818795504421868,0.10315978970845506,0.04863364642286484,0.11350493043443331
2.0405,0.059378334034256665,0.10884542037751077,0.08141832044340057,0.043348943205494136,0.08640316407517515
2.041,0.043282739328285566,0.11964893206011898,0.092330998509873,0.03792166922279665,0.09174281953781845
2.0415,0.03790321981326765,0.10869607146607317,0.11399240564370329,0.06486803707500938,0.10786137032065511
2.042,0.02164281147359309,0.09780208610897333,0.10324255884830737,0.05403040367282029,0.09167759971034936
2.0425,0.016247447194210382,0.10321925381359623,0.11942648183178163,0.05407467264522211,0.07002515230412454
2.043,0.02707296734398677,0.0977711160492138,0.10856520578558428,0.05408351877653714,0.08619428292915254
2.0435,0.010828189984719698,0.09772331961662555,0.11391950972899935,0.03798271223766158,0.08617483430970471
2.044,0.010837006051566948,0.09773957549830932,0.10320376403041445,0.03799918285525761,0.08617773121470346
2.0445,0.01625184275795113,0.10850637952335461,0.1031261346824619,0.038030350859822405,0.08614686926230541
2.045,0.027094478480891745,0.08694100552627705,0.09768293028045218,0.043493772249758096,0.0807366489442637
2.0455,0.027099102668631275,0.09776335272233438,0.08682971296645738,0.04346664725927905,0.04838097192298471
2.046,0.02709993338172375,0.09785731128854096,0.11379112548110147,0.0651792006550483,0.048413863577201205
2.0465,0.027093826254091773,0.10875185705404122,0.09757804723996366,0.059731316149611656,0.06456227530586232
2.047,0.02168155374618109,0.08711560338601977,0.09215353086857116,0.048850001312037324,0.07539530786488952
2.0475,0.005424137294530087,0.08175273115355679,0.09748338866574634,0.04887118934274149,0.05382668951004024
2.048,0.027100491879336046,0.09273535169724055,0.08662950960195778,0.059785541563197916,0.059239396008007775
2.0485,0.02167551175602148,0.09281360488208877,0.08654176050921249,0.04353990132331603,0.07006265918547096
2.049,0.02167341321968188,0.09285452770106499,0.0919742934699692,0.06525468877285717,0.07545436887578964
2.0495,0.0379498716192979,0.08197369308592695,0.09196539318184366,0.04356624666365289,0.07011325555308465
2.05,0.02167784117535165,0.0655829766070605,0.08648333840484192,0.05977157424323802,0.07555853403478993
2.0505,0.02167867013540772,0.08761957730586374,0.10264555210068153,0.0381185316806832,0.0647994600494509
2.051,0.03795424739965968,0.07664405098183515,0.09177105478210441,0.06517865902574718,0.08639907495165877
2.0515,0.037975527867761955,0.0657680207965032,0.07554713596573781,0.048886709234160185,0.08100518482633277
2.052,0.016273766053216624,0.0603448545171817,0.08096572553521565,0.05436382723633658,0.08648480176660558
2.0525,0.016287225118036115,0.06033928339381186,0.09176903135777177,0.04891045635724989,0.07564147028033605
2.053,0.04342294043184638,0.04937439976081795,0.07016783334322789,0.0597941407816983,0.0864803217101691
2.0535,0.0380417520565635,0.04939672637502654,0.08643813767139089,0.07618993822401314,0.08657437924663784
2.054,0.016321624066448007,0.03299561670085448,0.09181538412243477,0.07070397756465747,0.0757100700899566
2.0545,0.027221884564385325,0.043990499160296556,0.08104457463753817,0.06530165356126101,0.09200040111501726
2.055,0.032689349076070504,0.03850366248415895,0.08647095531868859,0.07075705438372776,0.07575606505287032
2.0555,0.048896439746542425,0.03850038316905658,0.08649663175931607,0.0653247662167244,0.08655403054464769
2.056,0.048931087879248825,0.02747165946408158,0.06486071518404193,0.07620579523550103,0.07036928453798612
2.0565,0.04362056436138731,0.03848310251901127,0.07571484246733581,0.07620910507825851,0.09748681062993597
2.057,0.07074067111615916,0.027463153607871136,0.07574772225871265,0.07069355093560943,0.07580797646154218
2.0575,0.065362319463881,0.03297071722704645,0.04863907313044061,0.08157065448745789,0.06498859844401421
2.058,0.06533010964102409,0.016483853997472948,0.06485395333935452,0.0760564722043302,0.07045519269250411
2.0585,0.05987802570064828,0.027429759241564707,0.07031812073261613,0.07060821619208653,0.07591778521711842
2.059,0.05992078758767612,0.032957519700437685,0.037917992806878645,0.06504863722763475,0.05416435081242355
2.0595,0.06533883723624603,0.01648844942254706,0.0378593540915181,0.0812375765092141,0.054238924112725205
2.06,0.04897432789508568,0.0164645926486497,0.037855989099126165,0.07577619970545424,0.03805211462201642
2.0605,0.07082906748141878,0.03292639601658194,0.027033933816947558,0.0810614464950656,0.02716673499084758
2.061,0.05444959640429352,0.027443645490042346,0.037843917944025474,0.07014687059595956,0.027185984456705264
2.0615,0.05445208073191427,0.016464795703726016,0.0270075467477944,0.07551556321985228,0.021767222175123436
2.062,0.05989655688562405,0.005485540607460815,0.043225339913630846,0.07000448427159812,0.016324000337966018
2.0625,0.059891412344317586,0.03291484774876484,0.010801035309325316,0.05919439983925019,0.0054430014219141575
2.063,0.04894165187136879,0.01096763045963628,0.010794306056713943,0.048385415741299925,-0.010762791043715839
2.0635,0.04892395523810942,0.01645005838324835,0.016185748779067227,0.05372102479057895,-0.01621471843485315
2.064,0.03267119113934087,0.016439603107687537,0.04312967362035862,0.04308424881803214,-0.027124825854147477
2.0645,0.04356366763066472,0.016431449213145766,0.021591237463053907,0.043074611565702456,-0.027100587950358235
2.065,0.03264350965243555,0.005475924839918965,0.04316734155118215,0.037662181251851765,-0.04345643015604911
2.0655,0.02716036101216242,0.010949400936498644,0.03774780585233084,0.04833132475069094,-0.04345842894678329
2.066,0.01628820735116022,0.005473476622367994,0.026978083222145476,0.02691422475596825,-0.01076134423256669
2.0665,0.027104823829288055,0.005473016019120343,0.032383608131394036,0.02691167086434648,-0.021641609285432233
2.067,-9.291309761895227e-09,0.005466600943932421,0.016196769552594255,0.03228678882188406,-0.027077600039286675
2.0675,-9.287965510580878e-09,-9.374535209954947e-09,0.03779894147778123,0.03769416039463644,-0.005437418265791013
2.068,-0.016113097107890523,-9.37244129708079e-09,0.021591639067300758,0.032323499187615345,-0.005436203754366827
2.0685,0.00541034219082273,-9.369044911207495e-09,0.048535160573437645,0.026912375097738337,-0.021610640822455018
2.069,-0.03233773502571224,-9.365710067686009e-09,0.0324419314873961,0.01615234856946914,-0.010732549262144937
2.0695,-0.01611300824499036,-0.010782289335653148,0.03787569343074919,0.0053829143257163314,-0.01073303756054007
2.07,-0.0323534276769594,-0.016242051228054638,0.03789242005643171,-9.235907161174448e-09,-0.016146070117461254
2.0705,-0.03233334709686769,-0.016231765052277507,0.0433424296055961,-0.010641518618268142,-0.0324545295212456
2.071,-0.026931787227570975,-0.01620627194029129,0.0486297358466139,-0.0053807538363067915,-0.005425295883687783
2.0715,-0.03236640568489073,-0.021666202521254486,0.05407846148932418,0.005381651387673245,-0.03238800253763446
2.072,-0.03780351204769223,-0.043385007010860906,0.03797019751278232,-0.005378354096869006,-0.02155668798130589
2.0725,-0.04325881707202232,-0.032482352663548965,0.037992391717054354,-0.010623602373032035,-0.01612807199770057
2.073,-0.02699790867983012,-0.027023295147358278,0.043433700964647416,-0.015996492249363847,-0.03236634474268413
2.0735,-0.054124589233899505,-0.05413170947689117,0.037995929894894295,-0.005366286466387288,-0.02694134395641959
2.074,-0.04866246825114174,-0.059536386306820926,0.037992466701109506,-0.005364367753143682,-0.02151437955388409
2.0745,-0.03782731786661248,-0.04324921922553674,0.05418777047999858,-0.015973149071896165,-0.03232737622898907
2.075,-0.026977403948267958,-0.05407386458174641,0.027158282206795867,-0.005361288597735075,-0.0269017091155648
2.0755,-0.0323737590537034,-0.06491684872058777,0.02172178779375262,-0.010584348954432304,-0.016093572407343066
2.076,-0.01611370420529078,-0.07558365845995116,0.02715711903313101,-9.184608793827555e-09,-0.026875343657706528
2.0765,-0.016114448790765165,-0.08642132663210986,0.03259010648519342,-0.021289339339513647,-0.037682434536946224
2.077,-0.005408646324946813,-0.07022091396552392,0.03798775100040211,-9.181700086676598e-09,-0.021482843211556805
2.0775,0.005397286925721332,-0.06486760864308494,0.03798956889828901,-0.04273474755624981,-0.03228422257489392
2.078,-0.010662435260575275,-0.06488814931423317,0.016286435270503736,-0.015939873437861456,-0.03228146697458851
2.0785,-0.010651525541656475,-0.07557105980401921,0.02170153697460511,-0.010592455823606448,-0.03767918158592135
2.079,0.016161665531034524,-0.07016770402685159,0.03252767433012505,0.0053580698428938355,-0.043041566502917336
2.0795,-9.22983135325054e-09,-0.07557774996013185,0.01625797406709703,-0.015954481707798562,-0.03762725538557828
2.08,0.005376258332779732,-0.05942564103492079,0.005415942614848002,-9.189997533910126e-09,-0.03763388397369129
2.0805,0.021488824064988733,-0.05938040745756476,-9.281440290921172e-09,-0.005363713547540793,-0.04834708046721474
2.081,0.016089587162852893,-0.05931928022545855,-0.016101673571334886,-0.00536321578978692,-0.037541948156443475
2.0815,0.021422554598565964,-0.06472639714657079,-9.264835760363008e-09,-0.0053627515308933785,-0.06446702616149395
2.082,0.026758102548612116,-0.0699614738111128,-0.021437942050913504,0.0053615404926863446,-0.06440992580480556
2.0825,-0.01056670458101095,-0.06463698882310488,-0.016045750803842504,-9.193135767025003e-09,-0.06436130708838234
2.083,-9.160886680158672e-09,-0.04301095156358123,-0.02138276943756163,-0.005360601138610844,-0.08037240860767395
2.0835,-9.145649467418742e-09,-0.032211296104072654,-0.02674316641737962,0.005355825226031253,-0.058898912941070046
2.084,-0.015857939541780344,-0.06453350585895254,-0.03745226009049317,0.005350420276464818,-0.0694902652953672
2.0845,-9.133232942903285e-09,-0.0644412692366551,-0.042810903338659556,-0.026639297527089684,-0.04278813116552099
2.085,0.0053207312664363465,-0.06967210184762564,-0.03740578809752986,-0.010573083801370857,-0.06419614147466163
2.0855,-0.021148957723717804,-0.058979534104493365,-0.03736287201200466,-0.021263094963167226,-0.06936132787934185
2.086,-0.005317000293442951,-0.05363050215547439,-0.03736934444666384,-0.026607492892666316,-0.0800844651058104
2.0865,-0.01582994407315795,-0.05892996977939534,-0.05337686758431904,-0.021262037957881577,-0.06407710582182906
2.087,-0.010506991786996727,-0.03739250743524033,-0.05868288002358476,-0.026606174406127767,-0.04798447546699407
2.0875,-0.03707538856392499,-0.03739903322983117,-0.05331806834169574,-0.02659324067298283,-0.07994640371749727
2.088,-0.02112553190332538,-0.042710425018573174,-0.07460330552106761,-0.03194667536141048,-0.058610716754348605
2.0885,-0.0104986683173398,-0.02663427784489933,-0.06919579193390772,-0.02125720317059387,-0.0904319769427625
2.089,-0.0211354712182784,-0.03196206823492505,-0.0745702641290501,-0.03194098662884783,-0.07436433396714276
2.0895,-0.03706692231624419,-0.04261442479809609,-0.07989676617251261,-0.04261993917123421,-0.06374811181670029
2.09,-0.03706345946896471,-0.03192271505688871,-0.05865153668963126,-0.0319563982053209,-0.07429226996713767
2.0905,-0.037060227032096306,-0.026586078511480274,-0.06399758841101445,-0.05336728335010821,-0.0795468327756833
2.091,-0.0370615163391913,-0.031904264414259115,-0.06915585116469786,-0.053397744695054414,-0.07420081655788023
2.0915,-0.03707774942343575,-0.021228988823636726,-0.07450752888494243,-0.0373578385387185,-0.07944900015058487
2.092,-0.02647053254296901,-0.021238301825003116,-0.06392122214546096,-0.06943781787297425,-0.08470971858092671
2.0925,-0.05308822797666719,-0.021239241415969654,-0.06391575248394162,-0.05350463196927065,-0.07936204784914669
2.093,-0.053118173766778305,-0.010555182346131517,-0.05852720564119267,-0.05887837014999083,-0.07394157082891045
2.0935,-0.031793509527674804,-0.015910319263107046,-0.07444165292734237,-0.07494890712118557,-0.08456539077758427
2.094,-0.05308785415449479,-0.02659418799718039,-0.047829554168881176,-0.04821947122078477,-0.07388957233337416
2.0945,-0.05843447924001432,-0.0053439539834522235,-0.06898517372795876,-0.04287865394618725,-0.073873246145057
2.095,-0.04245468483444915,0.01068835301498511,-0.053127357208172375,-0.05364661005993054,-0.09509107264585293
2.0955,-0.03714862004981484,0.016026903583439306,-0.058401132896518396,-0.04292322418136387,-0.08443570965574765
2.096,-0.06894838158385928,0.010687937287205226,-0.042402340311607806,-0.05365186455151973,-0.08966164975986814
2.0965,-0.05842129940709346,0.005342788832407812,-0.04239297896255773,-0.05907217206162503,-0.0685096981677298
2.097,-0.05843933331897968,-9.170770328745507e-09,-0.03173194151134937,-0.05369328062470056,-0.0684496773571889
2.0975,-0.04248649113682639,0.021375908399104495,-0.03170397202229468,-0.032137210486162145,-0.07376601823226071
2.098,-0.0637688952548387,0.010689844231949236,-0.026400453877259523,-0.059001164350985146,-0.07376901781131644
2.0985,-0.042523906229997195,0.021389196695199682,-0.026380910288112333,-0.0535852882160563,-0.0580036883660949
2.099,-0.047838113251168206,-9.162680076409725e-09,-0.0210559938123676,-0.03205536049362279,-0.05271456357762215
2.0995,-0.03722605416970707,0.010691345425327414,-0.010468273654750018,-0.04274396201394371,-0.047451235914520676
2.1,-0.042580648946938575,0.021372258407976075,-0.005298712227432734,-0.032024186873827874,-0.04218366353275137
2.1005,-0.04793377264369125,0.005341886904122436,0.005296844180037802,-0.05341614229693855,-0.03690160495142375
2.101,-0.042612971229983275,0.010682814840415535,-0.005295696722776024,-0.03196292480347377,-0.04223693342736159
2.1015,-0.03731234487201366,0.005341659771030959,-9.082616281741789e-09,-0.04262056073559256,-0.04227184443195832
2.102,-0.04270276016260752,0.021364858466976534,-0.021069608582935283,-0.042617012021646083,-0.03169954182701843
2.1025,-0.037356096740263724,0.01602011484227084,0.01590574163253545,-0.037276144532576834,-0.015813724704831066
2.103,-0.037398004135823226,0.005336702984016398,-0.02638045668845306,-0.010564817644170702,-0.010505917987858897
2.1035,-0.021329389187593775,0.016004493510085524,-0.005303800629180759,-0.01589526213334823,-0.026462014250405435
2.104,-0.010599993172999637,0.021337414991521007,-0.005304720776744239,-0.02125319535179836,0.005326538703881287
2.1045,-0.015971789465908878,0.010656419616783992,-0.005307767713330881,-0.010574881002052143,0.0213157515291395
2.105,-0.010611084307762997,0.02664942352111233,0.0053079867518936695,-0.015929602315168056,-9.150663172560075e-09
2.1055,-9.201699868398283e-09,0.021295001317966487,0.01592045745963216,-0.010592998249849099,-9.162127064181689e-09
2.106,-9.197184683931327e-09,0.03189295803600741,0.005307059229882674,-0.010594932425201374,-9.165036836631682e-09
2.1065,0.010718707545025272,0.010628648458263988,0.01061315960951832,0.005368043703796529,-9.180259653808873e-09
2.107,0.021432702359080354,0.02124986244982811,0.010613642909019892,-9.210557359372325e-09,0.01071925264054467
2.1075,0.010719799812382276,0.026531879043910786,0.005307785426292163,0.010760555726155698,0.01608618751247542
2.108,0.01605009710096281,0.026533095259249535,0.015905123150062338,0.021539915428915386,0.01073633367976959
2.1085,0.048022054675408925,0.02121617668495127,-9.091797685801171e-09,0.021582334027525095,0.010748528470990053
2.109,0.03744388747190518,0.03182985698239197,-0.01047822803278461,0.032419885343072365,-9.223770476311834e-09
2.1095,0.04796872919552578,0.03181441311310169,-9.093807258701784e-09,0.04326458168029446,0.01075260487326493
2.11,0.05858768832881813,0.015912168885090974,-9.082168922776085e-09,0.04863694738020525,-9.229806720207139e-09
2.1105,0.05327460901573116,0.015900222526904872,0.005297260921493554,0.043437760831788,-0.005379088479244609
2.111,0.05320556754096583,0.026522748247452897,-0.0052975238510278196,0.03804724475017992,-0.01602389319847153
2.1115,0.05850225027197764,0.031828786941754256,-0.0052942699296326095,0.06512856656847026,-9.219917633556333e-09
2.112,0.06380074284879138,0.04245178837222331,-9.086245099871024e-09,0.04887925599577496,-0.010627528807683742
2.1125,0.06909406274098802,0.0424535329731656,-0.010466338784874185,0.0815777066482933,-0.0053751212948971
2.113,0.06367020311545757,0.0371981892483533,-0.005297097199232817,0.0706881664312093,0.005373922396898174
2.1135,0.0689991605282374,0.04773688115571763,0.005295915938409915,0.06531804370123766,-0.010608931747612437
2.114,0.07425003413749669,0.03189579912654649,-9.083105606752226e-09,0.08715102595706871,-0.010610919450577242
2.1145,0.09014331707279934,0.03724844688279224,0.010598467224144944,0.08174749770878133,-0.005368188982074317
2.115,0.09539423092728787,0.04784021170087399,-0.005298781820078054,0.06527510544659354,-0.005362615579505179
2.1155,0.09004389768983787,0.05310066667275516,-9.085569186054176e-09,0.059753105362257405,-0.01059385077345267
2.116,0.07407623901480533,0.07446408185367553,-0.005295049464947742,0.06517346897330034,-0.01594090632164995
2.1165,0.0687979522376477,0.06914899669022229,-0.005297402496417983,0.07051068328121929,-0.005355455730802931
2.117,0.08993670935108956,0.058439596884575444,0.015878132889881623,0.048704248047338076,0.005349178406902006
2.1175,0.0898334272954672,0.06374957604225903,-0.005291572150814979,0.053959796666580205,-0.005345862895659442
2.118,0.06868879434605055,0.0851021069304961,0.015877577440901257,0.07006314788849459,-0.010569326528380172
2.1185,0.04749287351808455,0.07430250434756237,0.03173541950106777,0.05374244766622816,0.005342760109672739
2.119,0.0632921306897403,0.07963363183066713,0.015874764592905027,0.058962276780055355,0.00533724107228759
2.1195,0.05801784223320187,0.07435007454111027,0.0264698933274074,0.05882055387430817,0.026691318754599954
2.12,0.04739888542812692,0.06894110022743859,0.03704468460334036,0.047961674000596255,0.016006943024105328
2.1205,0.06854996655948399,0.08486051583169339,0.026465388288882733,0.047834459452239825,0.010663174732687516
2.121,0.057987694269579844,0.08484196537826444,0.04751701430716823,0.058384635001022575,0.016004288969095535
2.1215,0.052686228744238936,0.08485794878468272,0.031748727976618644,0.03184229689442613,0.021311249745045453
2.122,0.0527027872617931,0.09002842923770363,0.03703715461750845,0.04235646694017269,0.026626026405979126
2.1225,0.03167583693875178,0.11104829717126492,0.037058570952215326,0.058003600804976366,0.042580902917160844
2.123,0.057952467798031274,0.07935593860222806,0.06340079582982462,0.06314795151988346,0.04776928338665208
2.1235,0.04737037898773608,0.08990937630386485,0.06865165067491724,0.0631173900419139,0.026576295135099102
2.124,0.04220113491899698,0.08452688248913239,0.07397560821571274,0.06299513850808945,0.0529675978343899
2.1245,0.04218643765435735,0.08971411658336341,0.07922982877890443,0.0787054601731793,0.06355477380881121
2.125,0.04732676177944338,0.09491479457168596,0.04745294375018228,0.07336663308883767,0.0476120249588594
2.1255,0.047285126201621626,0.11051867412310996,0.08446050527986582,0.08380249596904697,0.07940776209853265
2.126,0.052506120858880144,0.07889391003237094,0.08978722487505537,0.0889934371793473,0.06871463660066549
2.1265,0.06295977863864968,0.09978401769773994,0.07914985761411097,0.09937739336979882,0.0738751364775399
2.127,0.052406919868497534,0.08916568291703429,0.10024052262076824,0.10442923810203501,0.10025425316895334
2.1275,0.07856097837776317,0.08897011171627199,0.11595500708575242,0.10955182911350968,0.07372452058330027
2.128,0.06273639689196135,0.09932516108072816,0.10538270804242385,0.12522618928323936,0.08950548024051463
2.1285,0.07316811024089233,0.10431953606976936,0.11060956929481079,0.12521570589840533,0.06303827600343581
2.129,0.0834773944301424,0.09390261322616673,0.11063023918137463,0.10946552267752784,0.08390696572660146
2.1295,0.06769045135178817,0.10922802521862594,0.14229691210269202,0.12521007954790342,0.10457589503313394
2.13,0.08327758969135254,0.08322349058199527,0.12110502430010901,0.11980003344941413,0.0940960985084728
2.1305,0.09348735722018567,0.08832111643725657,0.12628619132715976,0.11982067817262754,0.1042013134786164
2.131,0.08302515408238102,0.09350322519704844,0.13145957108515638,0.11465021898415356,0.10917061526988703
2.1315,0.08296395607571938,0.08829442832188389,0.1313607826944621,0.10933238244446006,0.1193478792790122
2.132,0.10352540473747866,0.08311876306764958,0.14163197995675908,0.13027882371161195,0.10882589624000216
2.1325,0.11377376844900382,0.08832452116233093,0.1311117113718892,0.12498097067466941,0.10342244223858447
2.133,0.1085249934678412,0.07274837374427685,0.13628151450307668,0.1405480117627178,0.12393616329408398
2.1335,0.11885819835594931,0.09358422917667848,0.14135166767195562,0.11966431423752555,0.10823669839912467
2.134,0.1291038363331299,0.07801095179575526,0.14132092887748365,0.11963829164563429,0.12872311643056086
2.1345,0.11863819843316571,0.08317987791684597,0.14643574971735246,0.1353160565639105,0.11315012793848397
2.135,0.13933657400039237,0.0884477595293653,0.15677578073790185,0.11445085328368182,0.12317933487971247
